match_id,home_team,away_team,home_elo,away_elo,elo_diff,home_form5,away_form5,form_diff,home_avg_goals,away_avg_goals,home_avg_conceded,away_avg_conceded,home_possession_avg,away_possession_avg,home_shots_avg,away_shots_avg,opponent_style_home,opponent_style_away,home_strategy_used,away_strategy_used,home_formation_used,away_formation_used,result,goal_diff
5748,Team_17,Team_12,1887,1723,164,12,14,-2,1.79,2.21,1.76,1.07,42.63,60.09,9.12,17.08,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.72
5749,Team_18,Team_16,1980,1870,110,8,2,6,1.51,1.02,1.16,1.78,64.84,35.7,8.73,6.59,Attacking,Attacking,Counter Attack,Counter Attack,4-4-2,4-4-2,Home Win,-0.27
5750,Team_10,Team_7,1488,1717,-229,5,6,-1,2.15,2.02,2.01,0.95,51.04,53.1,14.2,7.0,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.2
5751,Team_3,Team_3,1473,1898,-425,9,1,8,0.5,0.89,1.69,1.53,45.02,55.21,14.67,19.15,Attacking,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.03
5752,Team_16,Team_18,1802,1730,72,2,6,-4,1.12,1.43,0.68,1.44,62.68,35.38,19.79,9.49,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,-0.32
5753,Team_4,Team_1,1773,1670,103,11,2,9,2.38,1.51,2.13,0.69,48.07,49.23,19.95,10.12,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,1.69
5754,Team_15,Team_4,1693,1649,44,10,0,10,0.88,1.78,2.18,1.79,61.2,35.69,18.65,6.2,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,-0.91
5755,Team_17,Team_11,1555,1436,119,3,2,1,1.17,0.81,0.92,1.3,62.99,35.9,6.78,6.33,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,-0.13
5756,Team_5,Team_11,1518,1856,-338,13,8,5,1.35,1.38,2.15,1.02,54.97,48.22,13.18,15.75,Possession,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.33
5757,Team_14,Team_18,1415,1680,-265,12,9,3,2.7,2.22,0.92,1.16,59.0,36.19,6.9,18.03,Possession,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.54
5758,Team_19,Team_7,1952,1904,48,2,1,1,1.23,2.4,1.94,2.12,42.39,56.84,14.04,18.82,Attacking,Defensive,Counter Attack,Balanced,4-4-2,4-2-3-1,Draw,-0.89
5759,Team_9,Team_6,1765,1880,-115,10,5,5,1.64,2.07,1.67,0.63,59.04,42.56,11.71,14.0,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,1.01
5760,Team_2,Team_2,1754,1707,47,4,5,-1,2.63,2.65,1.59,1.16,40.63,58.85,15.23,10.2,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,1.47
5761,Team_2,Team_6,1637,1932,-295,9,0,9,1.65,2.44,1.32,0.55,43.54,58.64,12.33,12.46,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.1
5762,Team_11,Team_1,1765,1908,-143,3,6,-3,1.2,1.53,2.09,1.06,59.58,39.51,7.38,7.38,Possession,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.14
5763,Team_10,Team_4,1903,1854,49,8,13,-5,2.44,2.59,1.29,2.11,47.5,50.1,7.5,9.44,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.33
5764,Team_5,Team_1,1874,1434,440,10,5,5,0.94,2.54,1.11,1.74,48.0,49.98,14.99,8.19,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.8
5765,Team_16,Team_2,1567,1407,160,5,0,5,1.2,2.31,1.96,1.47,47.35,52.93,17.71,10.42,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.27
5766,Team_9,Team_11,1675,1707,-32,13,9,4,1.09,1.55,1.41,1.23,60.67,43.48,12.82,7.06,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,-0.14
5767,Team_4,Team_13,1403,1612,-209,5,4,1,2.36,0.64,1.0,0.69,46.51,56.22,10.65,15.66,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.67
5768,Team_17,Team_5,1434,1581,-147,7,3,4,1.87,1.15,0.76,1.36,42.59,61.52,12.19,18.22,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Home Win,0.51
5769,Team_9,Team_2,1435,1560,-125,9,12,-3,1.13,1.77,0.66,2.18,56.39,39.83,14.71,7.04,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Home Win,-1.05
5770,Team_8,Team_19,1759,1421,338,14,8,6,1.23,1.14,1.12,0.81,56.75,43.53,16.83,7.32,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.42
5771,Team_6,Team_2,1492,1579,-87,2,7,-5,1.22,1.91,0.75,1.57,40.3,56.14,15.91,18.24,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.35
5772,Team_5,Team_1,1949,1687,262,4,14,-10,2.52,1.4,1.76,0.79,61.53,37.76,8.92,14.01,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.73
5773,Team_4,Team_7,1735,1589,146,3,8,-5,0.76,0.99,1.86,1.39,48.87,55.42,17.16,10.34,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.63
5774,Team_7,Team_8,1996,1833,163,9,11,-2,0.62,1.99,1.68,2.01,61.94,42.83,9.55,9.85,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.39
5775,Team_6,Team_12,1880,1811,69,5,9,-4,1.34,2.2,0.51,0.53,57.9,45.93,16.87,7.64,Attacking,Defensive,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,0.81
5776,Team_4,Team_7,1716,1565,151,3,1,2,2.38,2.51,1.72,0.83,49.16,50.96,10.72,19.37,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.55
5777,Team_20,Team_9,1856,1460,396,14,14,0,2.15,1.24,1.96,1.56,40.98,61.09,18.7,15.56,Defensive,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.59
5778,Team_10,Team_11,1605,1466,139,14,9,5,1.88,1.65,0.54,1.05,44.78,54.13,9.39,17.68,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Away Win,0.83
5779,Team_6,Team_17,1652,1731,-79,8,11,-3,0.51,1.0,1.78,1.52,53.46,44.35,7.06,16.99,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,-1.01
5780,Team_20,Team_15,1620,1746,-126,5,10,-5,1.04,1.59,1.72,1.03,55.85,40.68,9.89,18.37,Possession,Counter,Low Block,High Press,5-3-2,4-3-3,Draw,0.01
5781,Team_6,Team_9,1910,1674,236,6,14,-8,2.57,1.77,1.53,1.07,54.9,46.38,16.55,14.01,Possession,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,1.5
5782,Team_7,Team_9,1570,1749,-179,9,9,0,1.24,1.7,1.97,2.16,42.43,53.81,19.38,18.22,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.92
5783,Team_19,Team_12,1728,1460,268,0,12,-12,2.07,1.74,0.91,2.08,50.11,48.92,14.85,9.23,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.01
5784,Team_15,Team_16,1947,1782,165,13,12,1,2.03,2.06,1.99,1.82,64.43,30.77,8.91,19.03,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.21
5785,Team_19,Team_18,1861,1686,175,12,0,12,2.74,2.5,0.61,1.88,59.61,37.6,15.37,19.58,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.86
5786,Team_20,Team_16,1622,1998,-376,13,10,3,2.52,2.62,1.3,1.82,54.77,41.67,14.9,17.72,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.7
5787,Team_13,Team_3,1971,1714,257,9,0,9,0.85,2.24,0.75,2.2,48.3,51.66,12.54,7.43,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.35
5788,Team_13,Team_13,1486,1991,-505,8,12,-4,1.12,2.21,0.66,0.65,52.79,42.57,12.07,17.07,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.47
5789,Team_19,Team_3,1823,1589,234,11,5,6,1.11,0.55,0.72,2.1,61.88,41.42,10.75,16.0,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.99
5790,Team_13,Team_6,1717,1497,220,8,6,2,1.82,1.84,1.5,1.34,52.2,51.01,12.55,13.5,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.48
5791,Team_17,Team_2,1916,1703,213,4,14,-10,2.17,1.59,1.91,1.19,47.57,49.51,18.21,16.06,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.98
5792,Team_10,Team_4,1607,1845,-238,13,6,7,1.86,1.57,1.93,1.53,64.12,39.43,10.76,17.68,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.33
5793,Team_12,Team_8,1468,1693,-225,10,14,-4,0.53,2.51,0.62,1.4,50.37,53.83,11.67,14.34,Counter,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.87
5794,Team_12,Team_6,1904,1982,-78,9,13,-4,1.12,1.1,0.54,1.15,44.89,56.03,8.54,18.52,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.03
5795,Team_13,Team_14,1587,1675,-88,8,1,7,1.1,0.66,1.14,1.74,62.87,32.64,17.35,6.93,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,-0.64
5796,Team_11,Team_7,1549,1910,-361,5,0,5,2.6,2.13,1.13,1.14,56.0,39.9,8.03,17.86,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.46
5797,Team_19,Team_18,1993,1723,270,8,2,6,0.7,2.57,2.03,1.53,51.55,48.98,11.71,16.6,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.83
5798,Team_5,Team_10,1663,1868,-205,3,1,2,1.16,0.54,0.88,2.17,60.16,39.63,10.81,6.9,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.01
5799,Team_16,Team_19,1526,1889,-363,14,11,3,2.77,1.08,0.97,2.09,55.05,41.69,6.64,13.89,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.68
5800,Team_4,Team_11,1990,1629,361,8,3,5,1.93,2.56,1.92,1.83,56.89,44.29,18.91,8.7,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.1
5801,Team_6,Team_15,1667,1402,265,0,14,-14,1.95,2.78,1.62,2.07,53.16,48.64,18.96,7.21,Possession,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.12
5802,Team_18,Team_8,1738,1888,-150,7,13,-6,0.86,1.77,1.35,1.08,57.44,41.16,16.76,17.33,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.22
5803,Team_10,Team_14,1792,1654,138,5,14,-9,1.08,1.2,1.53,1.67,49.28,51.63,9.47,17.13,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.59
5804,Team_19,Team_1,1467,1416,51,0,8,-8,1.23,1.3,0.55,1.6,55.0,49.55,11.63,19.06,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.37
5805,Team_13,Team_18,1775,1463,312,14,10,4,2.17,1.64,2.14,0.54,53.05,49.84,17.06,15.41,Possession,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,1.63
5806,Team_19,Team_16,1447,1746,-299,5,5,0,0.99,2.31,1.08,1.18,49.43,47.7,19.14,17.28,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.19
5807,Team_4,Team_12,1564,1458,106,9,6,3,1.24,0.88,1.89,1.16,63.44,41.22,19.52,8.18,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,0.08
5808,Team_13,Team_17,1833,1876,-43,5,0,5,2.31,1.07,2.14,0.53,56.21,39.56,17.95,19.55,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,1.78
5809,Team_1,Team_8,1721,1798,-77,1,4,-3,2.12,0.54,1.64,0.72,59.65,42.75,8.55,16.6,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,1.4
5810,Team_7,Team_16,1695,1503,192,4,8,-4,2.5,1.97,1.56,1.65,50.16,47.13,11.79,14.31,Attacking,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.85
5811,Team_2,Team_16,1573,1764,-191,14,12,2,1.26,1.07,0.81,1.31,57.66,45.64,10.83,14.56,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.05
5812,Team_9,Team_18,1714,1845,-131,3,14,-11,2.53,1.83,1.24,1.61,43.99,59.84,9.8,17.58,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Home Win,0.92
5813,Team_18,Team_1,1508,1945,-437,12,6,6,2.28,1.41,1.11,2.01,41.72,61.7,18.99,13.88,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.27
5814,Team_9,Team_19,1637,1806,-169,0,10,-10,2.52,1.36,1.02,2.17,40.78,57.42,12.42,10.35,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.35
5815,Team_5,Team_4,1654,1964,-310,0,12,-12,0.89,0.59,1.5,1.64,59.01,36.87,8.4,8.55,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.75
5816,Team_7,Team_19,1947,1470,477,9,13,-4,1.87,2.17,1.72,1.25,45.12,59.07,18.96,8.97,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.62
5817,Team_13,Team_6,1966,1616,350,0,9,-9,0.73,2.78,1.54,0.54,62.05,39.79,15.76,9.85,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.19
5818,Team_19,Team_6,1713,1746,-33,9,5,4,2.05,2.35,0.62,1.21,43.59,52.32,16.63,18.01,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.84
5819,Team_13,Team_7,1615,1568,47,2,1,1,2.2,2.26,1.91,1.61,59.33,41.44,12.88,9.64,Possession,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.59
5820,Team_15,Team_5,1646,1455,191,4,12,-8,0.81,0.95,0.85,1.55,62.57,41.12,6.98,15.93,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.74
5821,Team_7,Team_13,1717,1980,-263,5,8,-3,2.64,2.0,1.32,1.16,55.6,44.2,15.88,14.65,Counter,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.48
5822,Team_4,Team_6,1905,1426,479,5,2,3,1.74,2.17,1.87,1.0,56.67,39.68,12.03,19.14,Counter,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.74
5823,Team_10,Team_19,1941,1541,400,8,0,8,1.02,1.48,1.72,2.01,42.75,59.93,7.45,11.31,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.99
5824,Team_14,Team_15,1996,1967,29,4,9,-5,0.55,1.27,2.12,0.53,45.57,55.46,9.27,6.75,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,0.02
5825,Team_18,Team_8,1444,1669,-225,3,9,-6,2.64,1.93,1.12,1.46,64.83,34.9,17.78,7.94,Attacking,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,1.18
5826,Team_20,Team_4,1479,1536,-57,6,1,5,0.82,1.26,1.72,1.26,48.03,55.89,6.13,17.4,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.44
5827,Team_4,Team_6,1563,1432,131,6,14,-8,0.58,0.9,2.16,0.65,58.47,40.55,9.31,14.05,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Draw,-0.07
5828,Team_13,Team_8,1508,1507,1,11,9,2,2.46,1.86,0.61,1.28,55.74,47.88,6.33,12.39,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,1.18
5829,Team_3,Team_7,1681,1954,-273,8,6,2,1.01,1.63,2.0,1.18,52.11,49.25,10.35,18.14,Counter,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.17
5830,Team_9,Team_9,1785,1601,184,13,14,-1,1.97,2.05,0.83,1.75,48.67,56.26,16.53,14.17,Defensive,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.22
5831,Team_14,Team_16,1947,1731,216,7,8,-1,2.38,2.24,0.6,1.7,48.39,55.91,14.56,11.19,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.68
5832,Team_4,Team_10,1780,1893,-113,7,10,-3,0.53,1.62,1.79,1.52,52.43,48.11,14.67,15.55,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.99
5833,Team_3,Team_2,1532,1840,-308,14,8,6,2.47,1.86,0.65,0.74,44.88,56.42,7.48,6.61,Attacking,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,1.73
5834,Team_16,Team_20,1714,1953,-239,14,9,5,2.45,2.32,0.96,0.83,52.91,42.89,14.86,6.17,Attacking,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,1.62
5835,Team_9,Team_18,1833,1689,144,5,14,-9,1.8,1.41,0.55,0.83,55.37,44.09,11.79,7.37,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.97
5836,Team_13,Team_1,1922,1686,236,13,5,8,1.16,1.9,1.16,2.11,62.3,35.07,11.66,14.88,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.95
5837,Team_1,Team_2,1750,1408,342,2,5,-3,2.55,0.72,0.61,1.63,49.11,47.67,15.83,9.4,Counter,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.92
5838,Team_5,Team_17,1563,1584,-21,2,3,-1,2.16,1.91,1.37,0.72,54.64,47.29,17.41,10.19,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,1.44
5839,Team_4,Team_13,1795,1412,383,10,7,3,1.58,1.43,0.77,1.24,58.15,41.36,18.22,6.06,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.34
5840,Team_20,Team_20,1448,1982,-534,14,3,11,1.13,2.67,1.06,1.2,64.41,35.38,14.58,13.56,Attacking,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.07
5841,Team_10,Team_5,1738,1515,223,8,9,-1,0.64,2.76,1.3,0.82,44.17,57.39,15.95,18.58,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.18
5842,Team_9,Team_17,1459,1824,-365,3,7,-4,0.76,2.22,1.22,2.19,55.72,44.6,13.8,14.98,Attacking,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.43
5843,Team_9,Team_5,1868,1973,-105,3,7,-4,0.8,1.19,1.31,1.03,45.35,58.9,6.46,19.14,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.23
5844,Team_11,Team_7,1478,1939,-461,14,11,3,2.04,1.58,0.83,1.66,42.42,55.78,14.03,15.05,Attacking,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.38
5845,Team_16,Team_19,1457,1554,-97,13,13,0,1.8,1.9,1.53,0.56,44.31,57.97,15.04,12.23,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,1.24
5846,Team_4,Team_7,1690,1798,-108,10,10,0,2.1,2.4,1.36,1.19,46.83,49.1,11.2,15.49,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,0.91
5847,Team_11,Team_16,1489,1567,-78,2,5,-3,2.72,2.66,1.99,1.24,58.66,45.63,16.33,10.42,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,1.48
5848,Team_16,Team_4,1611,1810,-199,0,12,-12,1.66,2.62,1.72,1.23,55.43,41.27,11.42,14.31,Attacking,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,0.43
5849,Team_4,Team_19,1734,1757,-23,11,10,1,0.67,0.84,1.85,0.61,45.63,51.92,15.06,11.62,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.06
5850,Team_5,Team_10,1475,1772,-297,0,13,-13,0.69,2.66,1.82,2.06,41.06,53.96,11.01,14.63,Counter,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.37
5851,Team_17,Team_18,1686,1682,4,2,7,-5,1.89,0.85,1.81,2.09,56.0,48.48,9.45,6.51,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,-0.2
5852,Team_3,Team_4,1486,1674,-188,11,1,10,1.09,1.36,1.86,1.81,53.07,45.89,19.56,11.81,Attacking,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.72
5853,Team_10,Team_11,1782,1914,-132,6,4,2,1.97,2.36,2.17,0.75,61.9,38.34,7.51,17.12,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,1.22
5854,Team_3,Team_20,1525,1780,-255,3,7,-4,0.86,2.14,1.01,0.94,41.26,58.56,11.48,6.86,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.08
5855,Team_16,Team_17,1902,1553,349,8,3,5,2.36,2.64,1.38,1.19,63.87,40.76,8.67,13.44,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.17
5856,Team_13,Team_10,1816,1603,213,6,11,-5,1.58,1.43,1.87,0.88,50.71,49.96,17.64,11.23,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.7
5857,Team_3,Team_8,1470,1497,-27,1,12,-11,2.42,2.31,1.89,0.6,52.17,44.19,15.43,10.36,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,1.82
5858,Team_16,Team_10,1612,1471,141,9,5,4,1.68,0.78,1.45,1.53,51.55,46.25,6.45,15.27,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Away Win,0.15
5859,Team_4,Team_19,1649,1483,166,2,6,-4,2.64,1.53,1.69,1.18,62.99,37.64,16.53,6.2,Attacking,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.46
5860,Team_8,Team_5,1837,1633,204,5,5,0,2.78,1.65,0.95,1.6,62.99,32.18,19.9,13.62,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,1.18
5861,Team_10,Team_2,1668,1494,174,11,11,0,0.9,1.49,1.08,1.22,57.6,43.82,12.9,17.41,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.32
5862,Team_3,Team_11,1484,1829,-345,2,10,-8,0.64,0.55,2.11,1.74,43.83,55.62,8.71,6.14,Attacking,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.1
5863,Team_2,Team_14,1438,1953,-515,13,10,3,2.13,2.6,2.14,1.62,54.36,41.55,6.28,19.8,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.51
5864,Team_13,Team_3,1731,1401,330,4,9,-5,1.94,2.67,1.68,1.88,50.96,47.69,10.6,15.25,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.06
5865,Team_11,Team_6,1659,1531,128,11,2,9,0.73,2.05,1.73,0.83,58.99,44.8,8.44,12.33,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Draw,-0.1
5866,Team_16,Team_10,1431,1660,-229,12,6,6,2.38,1.0,0.61,0.6,64.31,32.34,18.11,10.42,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.78
5867,Team_5,Team_12,1993,1810,183,14,2,12,1.66,0.75,2.07,2.03,43.73,58.64,12.45,19.75,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.37
5868,Team_3,Team_15,1869,1827,42,11,3,8,1.16,2.17,0.69,1.57,63.7,35.84,12.36,12.94,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.41
5869,Team_13,Team_20,1496,1608,-112,7,8,-1,2.8,0.77,0.99,0.86,53.6,41.43,18.9,13.44,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.94
5870,Team_2,Team_1,1619,1958,-339,1,7,-6,0.94,1.58,0.57,1.83,59.77,42.25,18.55,13.69,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.89
5871,Team_19,Team_11,1748,1401,347,13,14,-1,1.68,1.75,1.8,1.09,42.31,58.66,17.03,19.57,Counter,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.59
5872,Team_12,Team_13,1473,1686,-213,7,8,-1,1.87,0.54,1.72,0.54,59.63,42.58,15.63,7.68,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,1.33
5873,Team_17,Team_10,1543,1671,-128,1,5,-4,0.81,1.26,0.51,1.89,50.17,52.59,7.37,8.71,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Draw,-1.08
5874,Team_3,Team_15,1895,1745,150,7,12,-5,0.51,2.58,2.17,1.62,58.2,38.14,16.73,7.39,Defensive,Defensive,High Press,Low Block,4-3-3,5-3-2,Draw,-1.11
5875,Team_5,Team_12,1834,1944,-110,12,6,6,0.82,0.7,1.25,0.51,64.03,32.68,11.87,14.49,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.31
5876,Team_1,Team_9,1636,1975,-339,4,7,-3,2.3,2.61,0.66,1.27,41.78,61.59,19.34,10.17,Possession,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,1.03
5877,Team_1,Team_2,1883,1938,-55,9,14,-5,1.83,2.34,1.12,1.76,61.72,38.27,18.43,8.94,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,0.07
5878,Team_9,Team_4,1899,1664,235,1,0,1,2.43,0.51,1.63,1.18,55.11,40.73,9.31,10.92,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,1.25
5879,Team_13,Team_17,1575,1852,-277,9,11,-2,2.14,2.45,2.0,1.29,61.19,34.17,10.28,6.15,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,0.85
5880,Team_9,Team_2,1431,1665,-234,4,10,-6,1.98,0.87,1.54,1.11,60.55,38.07,19.67,14.61,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.87
5881,Team_1,Team_14,1985,1872,113,8,11,-3,0.9,2.06,2.14,1.38,64.81,31.69,14.93,15.49,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,-0.48
5882,Team_9,Team_4,1562,1665,-103,5,13,-8,1.91,2.3,1.73,1.54,41.2,60.43,10.83,12.57,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,0.37
5883,Team_5,Team_1,1511,1410,101,12,13,-1,2.1,1.03,1.04,0.73,54.52,49.78,17.35,13.61,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,1.37
5884,Team_7,Team_17,1922,1854,68,8,9,-1,1.76,1.18,0.51,1.27,58.75,42.59,18.98,15.6,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.49
